linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
1	118213.055	118214.022	chr11:118208371-118214262	false positive	3	123
0	118214.653	118215.916	chr11:118214263-118219522	correct	3	32
0	118216.57	118220.883	chr11:118214263-118219522	correct	3	32
0	118222.047	118228.604	chr11:118219523-118225461	correct	3	33
3	118229.419	118230.534	chr11:118226161-118233711	false negative	3	81
3	118230.778	118232.881	chr11:118226161-118233711	false negative	3	81
0	118173.358	118176.231	chr11:118170572-118179444	correct	3	35
0	118176.442	118181.782	chr11:118170572-118179444	correct	3	35
1	118207.607	118211.434	chr11:118207606-118220428	false positive	3	126
1	118213.055	118214.022	chr11:118207606-118220428	false positive	3	126
1	118214.653	118215.916	chr11:118207606-118220428	false positive	3	126
1	118216.57	118220.883	chr11:118207606-118220428	false positive	3	126
0	118222.047	118228.604	chr11:118224254-118234051	correct	3	37
3	118229.419	118230.534	chr11:118224254-118234051	false negative	3	84
3	118230.778	118232.881	chr11:118224254-118234051	false negative	3	84
0	118173.358	118176.231	chr11:118169778-118184378	correct	3	38
0	118176.442	118181.782	chr11:118169778-118184378	correct	3	38
1	118207.607	118211.434	chr11:118208100-118222359	false positive	3	128
1	118213.055	118214.022	chr11:118208100-118222359	false positive	3	128
1	118214.653	118215.916	chr11:118208100-118222359	false positive	3	128
1	118216.57	118220.883	chr11:118208100-118222359	false positive	3	128
0	118222.047	118228.604	chr11:118222360-118239987	correct	3	40
3	118229.419	118230.534	chr11:118222360-118239987	false negative	3	87
3	118230.778	118232.881	chr11:118222360-118239987	false negative	3	87
0	118173.358	118176.231	chr11:118166081-118182712	correct	3	41
0	118176.442	118181.782	chr11:118166081-118182712	correct	3	41
1	118207.607	118211.434	chr11:118200904-118225604	false positive	3	130
1	118213.055	118214.022	chr11:118200904-118225604	false positive	3	130
1	118214.653	118215.916	chr11:118200904-118225604	false positive	3	130
1	118216.57	118220.883	chr11:118200904-118225604	false positive	3	130
0	118222.047	118228.604	chr11:118200904-118225604	correct	3	42
3	118229.419	118230.534	chr11:118225605-118243804	false negative	3	90
3	118230.778	118232.881	chr11:118225605-118243804	false negative	3	90
1	118173.358	118176.231	chr11:118170310-118195238	false positive	3	131
1	118176.442	118181.782	chr11:118170310-118195238	false positive	3	131
1	118207.607	118211.434	chr11:118195500-118224233	false positive	3	132
1	118213.055	118214.022	chr11:118195500-118224233	false positive	3	132
1	118214.653	118215.916	chr11:118195500-118224233	false positive	3	132
1	118216.57	118220.883	chr11:118195500-118224233	false positive	3	132
0	118222.047	118228.604	chr11:118224234-118249203	correct	3	46
3	118229.419	118230.534	chr11:118224234-118249203	false negative	3	93
3	118230.778	118232.881	chr11:118224234-118249203	false negative	3	93
1	118173.358	118176.231	chr11:118150742-118195371	false positive	3	133
1	118176.442	118181.782	chr11:118150742-118195371	false positive	3	133
1	118207.607	118211.434	chr11:118195372-118224236	false positive	3	134
1	118213.055	118214.022	chr11:118195372-118224236	false positive	3	134
1	118214.653	118215.916	chr11:118195372-118224236	false positive	3	134
1	118216.57	118220.883	chr11:118195372-118224236	false positive	3	134
0	118222.047	118228.604	chr11:118224237-118256837	correct	3	49
3	118229.419	118230.534	chr11:118224237-118256837	false negative	3	96
3	118230.778	118232.881	chr11:118224237-118256837	false negative	3	96
1	118173.358	118176.231	chr11:118139927-118194115	false positive	3	135
1	118176.442	118181.782	chr11:118139927-118194115	false positive	3	135
0	118207.607	118211.434	chr11:118194116-118250799	correct	3	51
0	118213.055	118214.022	chr11:118194116-118250799	correct	3	51
0	118214.653	118215.916	chr11:118194116-118250799	correct	3	51
0	118216.57	118220.883	chr11:118194116-118250799	correct	3	51
0	118222.047	118228.604	chr11:118194116-118250799	correct	3	51
3	118229.419	118230.534	chr11:118194116-118250799	false negative	3	98
3	118230.778	118232.881	chr11:118194116-118250799	false negative	3	98
1	118173.358	118176.231	chr11:118125367-118194817	false positive	3	137
1	118176.442	118181.782	chr11:118125367-118194817	false positive	3	137
0	118207.607	118211.434	chr11:118194818-118266077	correct	3	53
0	118213.055	118214.022	chr11:118194818-118266077	correct	3	53
0	118214.653	118215.916	chr11:118194818-118266077	correct	3	53
0	118216.57	118220.883	chr11:118194818-118266077	correct	3	53
0	118222.047	118228.604	chr11:118194818-118266077	correct	3	53
3	118229.419	118230.534	chr11:118194818-118266077	false negative	3	100
3	118230.778	118232.881	chr11:118194818-118266077	false negative	3	100
0	118173.358	118176.231	chr11:118175144-118176570	correct	4	1
3	118176.442	118181.782	chr11:118175144-118176570	false negative	4	54
0	118207.607	118211.434	chr11:118210640-118211926	correct	4	2
0	118213.055	118214.022	chr11:118211927-118213402	correct	4	3
0	118214.653	118215.916	chr11:118214880-118216310	correct	4	4
0	118216.57	118220.883	chr11:118216311-118217053	correct	4	5
0	118222.047	118228.604	chr11:118227122-118228294	correct	4	6
0	118229.419	118230.534	chr11:118230212-118231217	correct	4	7
0	118230.778	118232.881	chr11:118230212-118231217	correct	4	7
0	118173.358	118176.231	chr11:118174866-118177024	correct	4	8
0	118176.442	118181.782	chr11:118174866-118177024	correct	4	8
0	118207.607	118211.434	chr11:118210926-118211667	correct	4	9
3	118213.055	118214.022	chr11:118211668-118213341	false negative	4	62
0	118214.653	118215.916	chr11:118214905-118217190	correct	4	11
0	118216.57	118220.883	chr11:118214905-118217190	correct	4	11
1	118222.047	118228.604	chr11:118224813-118226715	false positive	4	110
0	118229.419	118230.534	chr11:118230179-118231781	correct	4	13
0	118230.778	118232.881	chr11:118230179-118231781	correct	4	13
0	118173.358	118176.231	chr11:118175139-118176578	correct	4	14
3	118176.442	118181.782	chr11:118175139-118176578	false negative	4	65
0	118207.607	118211.434	chr11:118209536-118211789	correct	4	15
3	118213.055	118214.022	chr11:118211790-118213354	false negative	4	67
0	118214.653	118215.916	chr11:118214509-118217408	correct	4	17
0	118216.57	118220.883	chr11:118214509-118217408	correct	4	17
0	118222.047	118228.604	chr11:118221068-118225263	correct	4	18
0	118229.419	118230.534	chr11:118229400-118231571	correct	4	19
0	118230.778	118232.881	chr11:118229400-118231571	correct	4	19
0	118173.358	118176.231	chr11:118174953-118176654	correct	4	20
0	118176.442	118181.782	chr11:118174953-118176654	correct	4	20
0	118207.607	118211.434	chr11:118209252-118213860	correct	4	21
0	118213.055	118214.022	chr11:118209252-118213860	correct	4	21
0	118214.653	118215.916	chr11:118214496-118218828	correct	4	22
0	118216.57	118220.883	chr11:118214496-118218828	correct	4	22
1	118222.047	118228.604	chr11:118224849-118228003	false positive	4	118
0	118229.419	118230.534	chr11:118228456-118231646	correct	4	24
0	118230.778	118232.881	chr11:118228456-118231646	correct	4	24
0	118173.358	118176.231	chr11:118174946-118177139	correct	4	25
0	118176.442	118181.782	chr11:118174946-118177139	correct	4	25
0	118207.607	118211.434	chr11:118208777-118213897	correct	4	26
0	118213.055	118214.022	chr11:118208777-118213897	correct	4	26
0	118214.653	118215.916	chr11:118213898-118218859	correct	4	27
0	118216.57	118220.883	chr11:118213898-118218859	correct	4	27
0	118222.047	118228.604	chr11:118218860-118229258	correct	4	28
0	118229.419	118230.534	chr11:118229259-118233705	correct	4	29
0	118230.778	118232.881	chr11:118229259-118233705	correct	4	29
0	118173.358	118176.231	chr11:118171577-118178639	correct	4	30
0	118176.442	118181.782	chr11:118171577-118178639	correct	4	30
0	118207.607	118211.434	chr11:118208371-118214262	correct	4	31
0	118213.055	118214.022	chr11:118208371-118214262	correct	4	31
0	118214.653	118215.916	chr11:118214263-118219522	correct	4	32
0	118216.57	118220.883	chr11:118214263-118219522	correct	4	32
0	118222.047	118228.604	chr11:118219523-118225461	correct	4	33
0	118229.419	118230.534	chr11:118226161-118233711	correct	4	34
0	118230.778	118232.881	chr11:118226161-118233711	correct	4	34
0	118173.358	118176.231	chr11:118170572-118179444	correct	4	35
0	118176.442	118181.782	chr11:118170572-118179444	correct	4	35
0	118207.607	118211.434	chr11:118207606-118220428	correct	4	36
3	118213.055	118214.022	chr11:118207606-118220428	false negative	4	83
3	118214.653	118215.916	chr11:118207606-118220428	false negative	4	83
0	118216.57	118220.883	chr11:118207606-118220428	correct	4	36
0	118222.047	118228.604	chr11:118224254-118234051	correct	4	37
0	118229.419	118230.534	chr11:118224254-118234051	correct	4	37
0	118230.778	118232.881	chr11:118224254-118234051	correct	4	37
0	118173.358	118176.231	chr11:118169778-118184378	correct	4	38
0	118176.442	118181.782	chr11:118169778-118184378	correct	4	38
0	118207.607	118211.434	chr11:118208100-118222359	correct	4	39
3	118213.055	118214.022	chr11:118208100-118222359	false negative	4	86
3	118214.653	118215.916	chr11:118208100-118222359	false negative	4	86
0	118216.57	118220.883	chr11:118208100-118222359	correct	4	39
0	118222.047	118228.604	chr11:118222360-118239987	correct	4	40
0	118229.419	118230.534	chr11:118222360-118239987	correct	4	40
0	118230.778	118232.881	chr11:118222360-118239987	correct	4	40
0	118173.358	118176.231	chr11:118166081-118182712	correct	4	41
0	118176.442	118181.782	chr11:118166081-118182712	correct	4	41
0	118207.607	118211.434	chr11:118200904-118225604	correct	4	42
3	118213.055	118214.022	chr11:118200904-118225604	false negative	4	89
3	118214.653	118215.916	chr11:118200904-118225604	false negative	4	89
0	118216.57	118220.883	chr11:118200904-118225604	correct	4	42
0	118222.047	118228.604	chr11:118200904-118225604	correct	4	42
0	118229.419	118230.534	chr11:118225605-118243804	correct	4	43
0	118230.778	118232.881	chr11:118225605-118243804	correct	4	43
0	118173.358	118176.231	chr11:118170310-118195238	correct	4	44
0	118176.442	118181.782	chr11:118170310-118195238	correct	4	44
0	118207.607	118211.434	chr11:118195500-118224233	correct	4	45
3	118213.055	118214.022	chr11:118195500-118224233	false negative	4	92
3	118214.653	118215.916	chr11:118195500-118224233	false negative	4	92
0	118216.57	118220.883	chr11:118195500-118224233	correct	4	45
0	118222.047	118228.604	chr11:118224234-118249203	correct	4	46
0	118229.419	118230.534	chr11:118224234-118249203	correct	4	46
0	118230.778	118232.881	chr11:118224234-118249203	correct	4	46
0	118173.358	118176.231	chr11:118150742-118195371	correct	4	47
0	118176.442	118181.782	chr11:118150742-118195371	correct	4	47
0	118207.607	118211.434	chr11:118195372-118224236	correct	4	48
3	118213.055	118214.022	chr11:118195372-118224236	false negative	4	95
3	118214.653	118215.916	chr11:118195372-118224236	false negative	4	95
0	118216.57	118220.883	chr11:118195372-118224236	correct	4	48
0	118222.047	118228.604	chr11:118224237-118256837	correct	4	49
0	118229.419	118230.534	chr11:118224237-118256837	correct	4	49
0	118230.778	118232.881	chr11:118224237-118256837	correct	4	49
0	118173.358	118176.231	chr11:118139927-118194115	correct	4	50
0	118176.442	118181.782	chr11:118139927-118194115	correct	4	50
0	118207.607	118211.434	chr11:118194116-118250799	correct	4	51
3	118213.055	118214.022	chr11:118194116-118250799	false negative	4	98
3	118214.653	118215.916	chr11:118194116-118250799	false negative	4	98
0	118216.57	118220.883	chr11:118194116-118250799	correct	4	51
0	118222.047	118228.604	chr11:118194116-118250799	correct	4	51
3	118229.419	118230.534	chr11:118194116-118250799	false negative	4	98
3	118230.778	118232.881	chr11:118194116-118250799	false negative	4	98
0	118173.358	118176.231	chr11:118125367-118194817	correct	4	52
0	118176.442	118181.782	chr11:118125367-118194817	correct	4	52
0	118207.607	118211.434	chr11:118194818-118266077	correct	4	53
3	118213.055	118214.022	chr11:118194818-118266077	false negative	4	100
3	118214.653	118215.916	chr11:118194818-118266077	false negative	4	100
0	118216.57	118220.883	chr11:118194818-118266077	correct	4	53
0	118222.047	118228.604	chr11:118194818-118266077	correct	4	53
3	118229.419	118230.534	chr11:118194818-118266077	false negative	4	100
3	118230.778	118232.881	chr11:118194818-118266077	false negative	4	100
0	118173.358	118176.231	chr11:118175144-118176570	correct	5	1
3	118176.442	118181.782	chr11:118175144-118176570	false negative	5	54
0	118207.607	118211.434	chr11:118210640-118211926	correct	5	2
0	118213.055	118214.022	chr11:118211927-118213402	correct	5	3
0	118214.653	118215.916	chr11:118214880-118216310	correct	5	4
0	118216.57	118220.883	chr11:118216311-118217053	correct	5	5
1	118222.047	118228.604	chr11:118227122-118228294	false positive	5	106
0	118229.419	118230.534	chr11:118230212-118231217	correct	5	7
0	118230.778	118232.881	chr11:118230212-118231217	correct	5	7
0	118173.358	118176.231	chr11:118174866-118177024	correct	5	8
0	118176.442	118181.782	chr11:118174866-118177024	correct	5	8
0	118207.607	118211.434	chr11:118210926-118211667	correct	5	9
3	118213.055	118214.022	chr11:118211668-118213341	false negative	5	62
0	118214.653	118215.916	chr11:118214905-118217190	correct	5	11
0	118216.57	118220.883	chr11:118214905-118217190	correct	5	11
1	118222.047	118228.604	chr11:118224813-118226715	false positive	5	110
0	118229.419	118230.534	chr11:118230179-118231781	correct	5	13
0	118230.778	118232.881	chr11:118230179-118231781	correct	5	13
0	118173.358	118176.231	chr11:118175139-118176578	correct	5	14
3	118176.442	118181.782	chr11:118175139-118176578	false negative	5	65
0	118207.607	118211.434	chr11:118209536-118211789	correct	5	15
3	118213.055	118214.022	chr11:118211790-118213354	false negative	5	67
0	118214.653	118215.916	chr11:118214509-118217408	correct	5	17
0	118216.57	118220.883	chr11:118214509-118217408	correct	5	17
1	118222.047	118228.604	chr11:118221068-118225263	false positive	5	114
0	118229.419	118230.534	chr11:118229400-118231571	correct	5	19
0	118230.778	118232.881	chr11:118229400-118231571	correct	5	19
0	118173.358	118176.231	chr11:118174953-118176654	correct	5	20
0	118176.442	118181.782	chr11:118174953-118176654	correct	5	20
0	118207.607	118211.434	chr11:118209252-118213860	correct	5	21
0	118213.055	118214.022	chr11:118209252-118213860	correct	5	21
0	118214.653	118215.916	chr11:118214496-118218828	correct	5	22
0	118216.57	118220.883	chr11:118214496-118218828	correct	5	22
1	118222.047	118228.604	chr11:118224849-118228003	false positive	5	118
0	118229.419	118230.534	chr11:118228456-118231646	correct	5	24
0	118230.778	118232.881	chr11:118228456-118231646	correct	5	24
0	118173.358	118176.231	chr11:118174946-118177139	correct	5	25
0	118176.442	118181.782	chr11:118174946-118177139	correct	5	25
0	118207.607	118211.434	chr11:118208777-118213897	correct	5	26
0	118213.055	118214.022	chr11:118208777-118213897	correct	5	26
0	118214.653	118215.916	chr11:118213898-118218859	correct	5	27
0	118216.57	118220.883	chr11:118213898-118218859	correct	5	27
0	118222.047	118228.604	chr11:118218860-118229258	correct	5	28
0	118229.419	118230.534	chr11:118229259-118233705	correct	5	29
0	118230.778	118232.881	chr11:118229259-118233705	correct	5	29
0	118173.358	118176.231	chr11:118171577-118178639	correct	5	30
0	118176.442	118181.782	chr11:118171577-118178639	correct	5	30
0	118207.607	118211.434	chr11:118208371-118214262	correct	5	31
0	118213.055	118214.022	chr11:118208371-118214262	correct	5	31
0	118214.653	118215.916	chr11:118214263-118219522	correct	5	32
0	118216.57	118220.883	chr11:118214263-118219522	correct	5	32
0	118222.047	118228.604	chr11:118219523-118225461	correct	5	33
0	118229.419	118230.534	chr11:118226161-118233711	correct	5	34
0	118230.778	118232.881	chr11:118226161-118233711	correct	5	34
0	118173.358	118176.231	chr11:118170572-118179444	correct	5	35
0	118176.442	118181.782	chr11:118170572-118179444	correct	5	35
0	118207.607	118211.434	chr11:118207606-118220428	correct	5	36
3	118213.055	118214.022	chr11:118207606-118220428	false negative	5	83
3	118214.653	118215.916	chr11:118207606-118220428	false negative	5	83
0	118216.57	118220.883	chr11:118207606-118220428	correct	5	36
0	118222.047	118228.604	chr11:118224254-118234051	correct	5	37
0	118229.419	118230.534	chr11:118224254-118234051	correct	5	37
0	118230.778	118232.881	chr11:118224254-118234051	correct	5	37
0	118173.358	118176.231	chr11:118169778-118184378	correct	5	38
0	118176.442	118181.782	chr11:118169778-118184378	correct	5	38
0	118207.607	118211.434	chr11:118208100-118222359	correct	5	39
3	118213.055	118214.022	chr11:118208100-118222359	false negative	5	86
3	118214.653	118215.916	chr11:118208100-118222359	false negative	5	86
0	118216.57	118220.883	chr11:118208100-118222359	correct	5	39
0	118222.047	118228.604	chr11:118222360-118239987	correct	5	40
0	118229.419	118230.534	chr11:118222360-118239987	correct	5	40
0	118230.778	118232.881	chr11:118222360-118239987	correct	5	40
0	118173.358	118176.231	chr11:118166081-118182712	correct	5	41
0	118176.442	118181.782	chr11:118166081-118182712	correct	5	41
0	118207.607	118211.434	chr11:118200904-118225604	correct	5	42
3	118213.055	118214.022	chr11:118200904-118225604	false negative	5	89
3	118214.653	118215.916	chr11:118200904-118225604	false negative	5	89
0	118216.57	118220.883	chr11:118200904-118225604	correct	5	42
0	118222.047	118228.604	chr11:118200904-118225604	correct	5	42
0	118229.419	118230.534	chr11:118225605-118243804	correct	5	43
0	118230.778	118232.881	chr11:118225605-118243804	correct	5	43
0	118173.358	118176.231	chr11:118170310-118195238	correct	5	44
0	118176.442	118181.782	chr11:118170310-118195238	correct	5	44
0	118207.607	118211.434	chr11:118195500-118224233	correct	5	45
3	118213.055	118214.022	chr11:118195500-118224233	false negative	5	92
3	118214.653	118215.916	chr11:118195500-118224233	false negative	5	92
0	118216.57	118220.883	chr11:118195500-118224233	correct	5	45
0	118222.047	118228.604	chr11:118224234-118249203	correct	5	46
0	118229.419	118230.534	chr11:118224234-118249203	correct	5	46
0	118230.778	118232.881	chr11:118224234-118249203	correct	5	46
0	118173.358	118176.231	chr11:118150742-118195371	correct	5	47
0	118176.442	118181.782	chr11:118150742-118195371	correct	5	47
0	118207.607	118211.434	chr11:118195372-118224236	correct	5	48
